Physical_Condition,SHAP_Impact,Support,Confidence,Lift,Rule_Strength,Rule_Type,Antecedent_Categories,Consequent_Categories,Antecedent_Features,Consequent_Features,Feature_Count_Antecedent,Feature_Count_Consequent,Description
X_Medium | NDVI_8_High,VPDMAX_4_MediumImpact,0.146,0.8021978021978021,1.3596572918606815,1.0907140912728546,mixed,geo_temp | satellite,climate | geo_temp,X | NDVI_8,VPDMAX_4,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | organic_matter_Medium,EVI_season_std_MediumImpact,0.072,0.7659574468085106,1.423712726409871,1.0905033649096885,mixed,satellite | soil,geo_temp | satellite,NDVI_7 | organic_matter,EVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Low,PPT_7_PositiveImpact | GPP_5_MediumImpact,0.124,0.4133333333333333,2.198581560283688,1.0904964539007092,mixed,geo_temp,climate | satellite,X,PPT_7 | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,GPP_7_MediumImpact | EVI_season_std_MediumImpact,0.082,0.4408602150537634,2.060094462868053,1.089856425517293,mixed,satellite,geo_temp | satellite,NDVI_8,GPP_7 | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low | year_High,NDVI_season_std_MediumImpact,0.13,0.5701754385964912,1.592668822895227,1.0897207735598922,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_7 | year,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,NDVI_season_std_MediumImpact,0.13,0.5701754385964912,1.592668822895227,1.0897207735598922,mixed,satellite,geo_temp | satellite,NDVI_7,NDVI_season_std,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_High | year_High,GPP_6_HighPositiveImpact,0.224,0.4666666666666667,1.9444444444444449,1.088888888888889,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High,GPP_6_HighPositiveImpact,0.224,0.4666666666666667,1.9444444444444449,1.088888888888889,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_6,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
organic_matter_Low | NDVI_7_High,Y_MediumImpact,0.074,0.7254901960784313,1.4989466861124614,1.0874711252188445,mixed,satellite | soil,geo_temp,organic_matter | NDVI_7,Y,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High,GPP_6_HighPositiveImpact | TMIN_season_std_MediumImpact,0.22,0.4583333333333333,1.9755747126436785,1.086566091954023,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,GPP_6 | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | NDVI_8_High,clay_percent_MediumImpact,0.086,0.7543859649122806,1.4396678719700011,1.086065236749299,mixed,satellite | soil,geo_temp | soil,organic_matter | NDVI_8,clay_percent,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_8_High,VPDMIN_season_std_MediumImpact,0.092,0.8070175438596491,1.345029239766082,1.0854621934954345,mixed,satellite | soil,climate | geo_temp,organic_matter | NDVI_8,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_8_High,PPT_season_mean_MediumImpact,0.102,0.894736842105263,1.21238054485808,1.0847615401361768,mixed,satellite | soil,climate | geo_temp,organic_matter | NDVI_8,PPT_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | NDVI_8_Medium,EVI_9_MediumImpact,0.108,0.8571428571428571,1.264222503160556,1.0836192884233338,mixed,geo_temp | satellite,satellite,X | NDVI_8,EVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High | NDVI_7_High,GPP_season_std_PositiveImpact,0.204,0.5795454545454546,1.55791788856305,1.0834610770461213,mixed,satellite,geo_temp | satellite,NDVI_8 | NDVI_7,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,NDVI_season_max_PositiveImpact | EVI_4_NegativeImpact,0.214,0.4632034632034632,1.9462330386700133,1.08180226045554,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_max | EVI_4,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | X_High,TMAX_season_mean_MediumImpact,0.174,0.7837837837837838,1.379901027788352,1.0815440488070869,mixed,geo_temp | satellite,climate | geo_temp,NDVI_season_max | X,TMAX_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,TMIN_season_std_MediumImpact | organic_matter_NegativeImpact,0.128,0.5614035087719298,1.6040100250626566,1.0805962274106318,mixed,satellite,climate | geo_temp | soil,NDVI_7,TMIN_season_std | organic_matter,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High,NDVI_7_PositiveImpact | EVI_2_MediumImpact,0.26,0.5416666666666667,1.661554192229039,1.0800102249488757,mixed,geo_temp | satellite,satellite,NDVI_season_max,NDVI_7 | EVI_2,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,NDVI_season_max_PositiveImpact | PPT_7_PositiveImpact,0.22,0.4761904761904761,1.889644746787604,1.079796998164345,mixed,satellite,climate | geo_temp | satellite,NDVI_8,NDVI_season_max | PPT_7,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,NDVI_season_max_PositiveImpact | TMAX_season_mean_MediumImpact,0.22,0.4761904761904761,1.889644746787604,1.079796998164345,mixed,satellite,climate | geo_temp | satellite,NDVI_8,NDVI_season_max | TMAX_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High,NDVI_7_PositiveImpact | GPP_9_PositiveImpact,0.246,0.5125000000000001,1.7551369863013702,1.0794092465753429,mixed,geo_temp | satellite,satellite,NDVI_season_max,NDVI_7 | GPP_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | organic_matter_Medium,TMAX_season_mean_MediumImpact,0.144,0.7826086956521738,1.3778322106552356,1.0783034692084452,mixed,geo_temp | satellite | soil,climate | geo_temp,NDVI_season_max | organic_matter,TMAX_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,GPP_9_PositiveImpact | VPDMIN_season_std_MediumImpact,0.216,0.5242718446601942,1.7133066818960594,1.0778861455035402,mixed,satellite,climate | geo_temp | satellite,NDVI_7,GPP_9 | VPDMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,PPT_season_mean_MediumImpact | GPP_9_PositiveImpact,0.272,0.5887445887445888,1.5252450485611109,1.0775757226197975,mixed,satellite,climate | geo_temp | satellite,NDVI_8,PPT_season_mean | GPP_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | organic_matter_Medium,NDVI_season_mean_HighPositiveImpact,0.076,0.4130434782608695,2.1739130434782608,1.0775047258979205,mixed,geo_temp | satellite | soil,geo_temp | satellite,NDVI_season_max | organic_matter,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High,NDVI_7_PositiveImpact | VPDMAX_4_MediumImpact,0.262,0.5458333333333334,1.6440763052208835,1.0768699799196788,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,NDVI_7 | VPDMAX_4,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High | organic_matter_Medium,GPP_season_std_PositiveImpact,0.104,0.5777777777777777,1.5531660692951017,1.0768618080446035,mixed,satellite | soil,geo_temp | satellite,NDVI_8 | organic_matter,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,TMIN_9_PositiveImpact | EVI_season_max_PositiveImpact,0.274,0.5930735930735931,1.5129428394734517,1.0767437351057811,mixed,satellite,climate | geo_temp | satellite,NDVI_8,TMIN_9 | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | NDVI_7_High,NDVI_6_PositiveImpact,0.092,0.5679012345679012,1.5775034293552812,1.0750393740791544,mixed,geo_temp | satellite,satellite,X | NDVI_7,NDVI_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Medium | organic_matter_High,NDVI_season_mean_NegativeImpact,0.078,0.5909090909090908,1.515151515151515,1.0743801652892555,mixed,satellite | soil,geo_temp | satellite,NDVI_7 | organic_matter,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,TMIN_season_std_MediumImpact | VPDMIN_season_std_MediumImpact,0.324,0.7864077669902914,1.3652912621359226,1.0736756527476674,mixed,satellite,climate | geo_temp,NDVI_7,TMIN_season_std | VPDMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | NDVI_7_Medium,EVI_9_MediumImpact,0.116,0.8529411764705882,1.258025334027416,1.073021608435149,mixed,geo_temp | satellite,satellite,X | NDVI_7,EVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,NDVI_8_PositiveImpact | field_capacity_MediumImpact,0.194,0.470873786407767,1.898684622611964,1.072848980932197,mixed,satellite,geo_temp | satellite | soil,NDVI_7,NDVI_8 | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low,VPDMIN_season_std_MediumImpact | wilting_point_NegativeImpact,0.146,0.4802631578947368,1.861485108119135,1.0728032596791857,mixed,soil,climate | geo_temp | soil,organic_matter,VPDMIN_season_std | wilting_point,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,PPT_season_mean_MediumImpact | Y_PositiveImpact,0.102,0.4473684210526315,1.9971804511278195,1.0721705579738818,mixed,satellite,climate | geo_temp,NDVI_7,PPT_season_mean | Y,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | organic_matter_High,pH_NegativeImpact,0.076,0.5588235294117646,1.5966386554621848,1.070687098368759,mixed,geo_temp | soil,soil,X | organic_matter,pH,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | organic_matter_Medium,GPP_season_std_PositiveImpact,0.106,0.5760869565217391,1.5486208508648902,1.0705683273370328,mixed,geo_temp | satellite | soil,geo_temp | satellite,NDVI_season_max | organic_matter,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | organic_matter_Medium,NDVI_8_PositiveImpact,0.098,0.532608695652174,1.6748701121137546,1.0704604629596606,mixed,geo_temp | satellite | soil,satellite,NDVI_season_max | organic_matter,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | NDVI_8_Low,TMIN_9_MediumImpact,0.108,0.5806451612903226,1.5360983102918588,1.07031366136465,mixed,geo_temp | satellite,climate,year | NDVI_8,TMIN_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | organic_matter_High,GPP_season_std_HighPositiveImpact,0.12,0.4137931034482758,2.155172413793103,1.0701545778834718,mixed,satellite | soil,geo_temp | satellite,GPP_8 | organic_matter,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High,NDVI_7_PositiveImpact | Y_MediumImpact,0.254,0.5291666666666667,1.6852441613588112,1.070130042462845,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,NDVI_7 | Y,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High,field_capacity_MediumImpact | EVI_season_max_PositiveImpact,0.358,0.7458333333333333,1.4342948717948718,1.0697449252136753,mixed,geo_temp | satellite,geo_temp | satellite | soil,NDVI_season_max,field_capacity | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | GPP_8_High,NDVI_season_std_NegativeImpact,0.228,0.5066666666666667,1.7592592592592595,1.06962962962963,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max | GPP_8,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_8_High,Y_MediumImpact,0.082,0.7192982456140351,1.4861534000289982,1.0689875333541916,mixed,satellite | soil,geo_temp,organic_matter | NDVI_8,Y,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,VPDMIN_8_MediumImpact | NDVI_season_std_MediumImpact,0.086,0.4623655913978494,1.9265232974910396,1.0689097005434154,mixed,satellite,climate | geo_temp | satellite,NDVI_8,VPDMIN_8 | NDVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,PPT_season_mean_MediumImpact | GPP_6_MediumImpact,0.1,0.4385964912280702,2.030539311241066,1.0687049006531926,mixed,satellite,climate | geo_temp | satellite,NDVI_7,PPT_season_mean | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_High,TMIN_season_std_MediumImpact | NDVI_season_mean_NegativeImpact,0.198,0.5755813953488372,1.5472618154538635,1.0686901376506917,mixed,soil,climate | geo_temp | satellite,organic_matter,TMIN_season_std | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Medium,NDVI_season_max_MediumImpact,0.144,0.409090909090909,2.1760154738878144,1.0682257780903814,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_max,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
year_High | NDVI_8_Medium,NDVI_season_max_MediumImpact,0.144,0.409090909090909,2.1760154738878144,1.0682257780903814,mixed,geo_temp | satellite,geo_temp | satellite,year | NDVI_8,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | NDVI_8_High,GPP_7_PositiveImpact,0.222,0.511520737327189,1.73986645349384,1.0679733253704122,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_8,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | NDVI_7_High,b_density_MediumImpact,0.12,0.7407407407407407,1.4411298457991064,1.0675035894808196,mixed,geo_temp | satellite,geo_temp,X | NDVI_7,b_density,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | NDVI_7_High,Y_MediumImpact,0.296,0.7184466019417476,1.484393805664768,1.0664576856232313,mixed,geo_temp | satellite,geo_temp,year | NDVI_7,Y,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | GPP_8_High,GPP_7_PositiveImpact,0.23,0.5111111111111111,1.7384731670445956,1.0662635424540186,mixed,geo_temp | satellite,satellite,NDVI_season_max | GPP_8,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High | NDVI_7_High,NDVI_season_std_NegativeImpact,0.178,0.5056818181818182,1.7558396464646469,1.0654754218319562,mixed,satellite,geo_temp | satellite,NDVI_8 | NDVI_7,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | NDVI_7_High,NDVI_season_std_NegativeImpact,0.09,0.5056179775280899,1.75561797752809,1.06520641333165,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_7,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High | organic_matter_Medium,TMAX_season_mean_MediumImpact,0.14,0.7777777777777779,1.369327073552426,1.0650321683185535,mixed,satellite | soil,climate | geo_temp,NDVI_8 | organic_matter,TMAX_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | NDVI_8_Low,organic_matter_NegativeImpact,0.106,0.5698924731182795,1.5570832598860096,1.064844035793013,mixed,geo_temp | satellite,soil,year | NDVI_8,organic_matter,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,year_HighNegativeImpact | EVI_season_std_MediumImpact,0.084,0.4516129032258065,1.9635343618513328,1.064108944487174,mixed,satellite,geo_temp | satellite,NDVI_8,year | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,VPDMIN_11_MediumImpact | TMIN_season_std_MediumImpact,0.206,0.5,1.773049645390071,1.0638297872340423,mixed,satellite,climate | geo_temp,NDVI_7,VPDMIN_11 | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,GPP_7_MediumImpact | VPDMIN_8_MediumImpact,0.096,0.4210526315789473,2.1052631578947367,1.0637119113573406,mixed,satellite,climate | satellite,NDVI_7,GPP_7 | VPDMIN_8,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,TMIN_9_PositiveImpact | NDVI_7_PositiveImpact,0.23,0.4978354978354978,1.7779839208410635,1.0621722124505055,mixed,satellite,climate | satellite,NDVI_8,TMIN_9 | NDVI_7,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,VPDMIN_season_std_MediumImpact | EVI_8_MediumImpact,0.224,0.5436893203883496,1.6278123364920647,1.0620290195365705,mixed,satellite,climate | geo_temp | satellite,NDVI_7,VPDMIN_season_std | EVI_8,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | NDVI_7_High,VPDMIN_11_MediumImpact,0.208,0.5048543689320388,1.7529665587918015,1.0619913909573633,mixed,geo_temp | satellite,climate,year | NDVI_7,VPDMIN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
